dataset,clip,method,frames,psnr,ssim,lpips,tlpips,fid,temporal_mae,has_gt,pred_path,gt_path,eval_policy,crop_twh
vimeo-rl,vimeo-RL_00031_0549,part3_B_flow_stabilized,7,,,,0.2582,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0549_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0549,part3_B_temporal_gen_blend,7,,,,0.2590,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0549_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0549,part3_C_uncertainty_adaptive,7,,,,0.2566,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0549_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0550,part3_A_rectified_flow,7,,,,0.1950,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0550_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0550,part3_B_flow_stabilized,7,,,,0.2065,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0550_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0550,part3_B_temporal_gen_blend,7,,,,0.1958,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0550_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0550,part3_C_uncertainty_adaptive,7,,,,0.2013,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0550_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0554,part3_A_rectified_flow,7,,,,0.2244,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0554_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0554,part3_B_flow_stabilized,7,,,,0.2369,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0554_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0554,part3_B_temporal_gen_blend,7,,,,0.2239,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0554_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0554,part3_C_uncertainty_adaptive,7,,,,0.2307,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0554_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0555,part3_A_rectified_flow,7,,,,0.0463,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0555_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0555,part3_B_flow_stabilized,7,,,,0.0522,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0555_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0555,part3_B_temporal_gen_blend,7,,,,0.0484,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0555_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0555,part3_C_uncertainty_adaptive,7,,,,0.0503,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0555_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0594,part3_A_rectified_flow,7,,,,0.3028,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0594_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0594,part3_B_flow_stabilized,7,,,,0.3156,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0594_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0594,part3_B_temporal_gen_blend,7,,,,0.3075,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0594_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0594,part3_C_uncertainty_adaptive,7,,,,0.3063,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0594_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0599,part3_A_rectified_flow,7,,,,0.1165,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0599_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0599,part3_B_flow_stabilized,7,,,,0.1213,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0599_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0599,part3_B_temporal_gen_blend,7,,,,0.1149,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0599_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0599,part3_C_uncertainty_adaptive,7,,,,0.1202,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0599_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0600,part3_A_rectified_flow,7,,,,0.2041,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0600_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0600,part3_B_flow_stabilized,7,,,,0.2107,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0600_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0600,part3_B_temporal_gen_blend,7,,,,0.2065,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0600_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0600,part3_C_uncertainty_adaptive,7,,,,0.2108,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0600_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0613,part3_A_rectified_flow,7,,,,0.1709,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0613_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0613,part3_B_flow_stabilized,7,,,,0.1760,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0613_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0613,part3_B_temporal_gen_blend,7,,,,0.1724,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0613_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0613,part3_C_uncertainty_adaptive,7,,,,0.1785,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0613_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0617,part3_A_rectified_flow,7,,,,0.1256,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0617_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0617,part3_B_flow_stabilized,7,,,,0.1306,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0617_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0617,part3_B_temporal_gen_blend,7,,,,0.1284,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0617_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0617,part3_C_uncertainty_adaptive,7,,,,0.1286,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0617_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0632,part3_A_rectified_flow,7,,,,0.3571,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0632_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0632,part3_B_flow_stabilized,7,,,,0.3672,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0632_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0632,part3_B_temporal_gen_blend,7,,,,0.3597,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0632_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0632,part3_C_uncertainty_adaptive,7,,,,0.3603,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0632_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0633,part3_A_rectified_flow,7,,,,0.1953,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0633_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0633,part3_B_flow_stabilized,7,,,,0.2079,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0633_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0633,part3_B_temporal_gen_blend,7,,,,0.1970,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0633_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0633,part3_C_uncertainty_adaptive,7,,,,0.2040,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0633_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0634,part3_A_rectified_flow,7,,,,0.1386,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0634_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0634,part3_B_flow_stabilized,7,,,,0.1469,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0634_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0634,part3_B_temporal_gen_blend,7,,,,0.1380,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0634_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0634,part3_C_uncertainty_adaptive,7,,,,0.1445,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0634_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0636,part3_A_rectified_flow,7,,,,0.2086,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0636_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0636,part3_B_flow_stabilized,7,,,,0.2232,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0636_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0636,part3_B_temporal_gen_blend,7,,,,0.2131,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0636_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0636,part3_C_uncertainty_adaptive,7,,,,0.2173,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0636_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0640,part3_A_rectified_flow,7,,,,0.4217,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0640_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0640,part3_B_flow_stabilized,7,,,,0.4270,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0640_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0640,part3_B_temporal_gen_blend,7,,,,0.4168,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0640_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0640,part3_C_uncertainty_adaptive,7,,,,0.4245,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0640_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0642,part3_A_rectified_flow,7,,,,0.1841,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0642_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0642,part3_B_flow_stabilized,7,,,,0.1936,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0642_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0642,part3_B_temporal_gen_blend,7,,,,0.1845,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0642_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0642,part3_C_uncertainty_adaptive,7,,,,0.1925,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0642_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0644,part3_A_rectified_flow,7,,,,0.1452,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0644_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0644,part3_B_flow_stabilized,7,,,,0.1443,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0644_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0644,part3_B_temporal_gen_blend,7,,,,0.1390,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0644_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0644,part3_C_uncertainty_adaptive,7,,,,0.1495,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0644_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0645,part3_A_rectified_flow,7,,,,0.2252,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0645_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0645,part3_B_flow_stabilized,7,,,,0.2304,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0645_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0645,part3_B_temporal_gen_blend,7,,,,0.2246,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0645_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0645,part3_C_uncertainty_adaptive,7,,,,0.2291,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0645_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0647,part3_A_rectified_flow,7,,,,0.2268,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0647_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0647,part3_B_flow_stabilized,7,,,,0.2345,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0647_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0647,part3_B_temporal_gen_blend,7,,,,0.2255,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0647_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0647,part3_C_uncertainty_adaptive,7,,,,0.2337,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0647_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0648,part3_A_rectified_flow,7,,,,0.1776,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0648_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0648,part3_B_flow_stabilized,7,,,,0.1936,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0648_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0648,part3_B_temporal_gen_blend,7,,,,0.1792,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0648_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0648,part3_C_uncertainty_adaptive,7,,,,0.1804,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0648_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0649,part3_A_rectified_flow,7,,,,0.3323,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0649_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0649,part3_B_flow_stabilized,7,,,,0.3363,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0649_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0649,part3_B_temporal_gen_blend,7,,,,0.3308,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0649_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0649,part3_C_uncertainty_adaptive,7,,,,0.3375,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0649_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0650,part3_A_rectified_flow,7,,,,0.2903,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0650_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0650,part3_B_flow_stabilized,7,,,,0.3011,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0650_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0650,part3_B_temporal_gen_blend,7,,,,0.2847,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0650_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0650,part3_C_uncertainty_adaptive,7,,,,0.2951,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0650_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0652,part3_A_rectified_flow,7,,,,0.1788,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0652_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0652,part3_B_flow_stabilized,7,,,,0.1829,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0652_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0652,part3_B_temporal_gen_blend,7,,,,0.1773,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0652_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0652,part3_C_uncertainty_adaptive,7,,,,0.1848,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0652_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0654,part3_A_rectified_flow,7,,,,0.1725,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0654_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0654,part3_B_flow_stabilized,7,,,,0.1795,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0654_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0654,part3_B_temporal_gen_blend,7,,,,0.1712,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0654_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0654,part3_C_uncertainty_adaptive,7,,,,0.1771,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0654_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0656,part3_A_rectified_flow,7,,,,0.2914,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0656_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0656,part3_B_flow_stabilized,7,,,,0.3078,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0656_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0656,part3_B_temporal_gen_blend,7,,,,0.2913,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0656_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0656,part3_C_uncertainty_adaptive,7,,,,0.2976,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0656_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0657,part3_A_rectified_flow,7,,,,0.3297,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0657_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0657,part3_B_flow_stabilized,7,,,,0.3366,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0657_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0657,part3_B_temporal_gen_blend,7,,,,0.3289,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0657_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0657,part3_C_uncertainty_adaptive,7,,,,0.3316,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0657_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0661,part3_A_rectified_flow,7,,,,0.2349,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0661_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0661,part3_B_flow_stabilized,7,,,,0.2444,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0661_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0661,part3_B_temporal_gen_blend,7,,,,0.2331,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0661_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0661,part3_C_uncertainty_adaptive,7,,,,0.2407,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0661_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0663,part3_A_rectified_flow,7,,,,0.0434,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0663_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0663,part3_B_flow_stabilized,7,,,,0.0476,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0663_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0663,part3_B_temporal_gen_blend,7,,,,0.0461,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0663_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0663,part3_C_uncertainty_adaptive,7,,,,0.0439,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0663_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0676,part3_A_rectified_flow,7,,,,0.0962,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00031_0676_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0676,part3_B_flow_stabilized,7,,,,0.1042,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0676_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0676,part3_B_temporal_gen_blend,7,,,,0.0918,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00031_0676_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00031_0676,part3_C_uncertainty_adaptive,7,,,,0.0989,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00031_0676_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
